@relation LUTY-BES

@attribute BBU numeric
@attribute BBM numeric
@attribute BBL numeric
@attribute RSI numeric
@attribute 'RSI EXTREME SCALED' numeric
@attribute CCI numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute Prediction {up,down,no}

@data
1.078617,1.078262,1.077907,2,0,-1,0,-0.000038,no
1.078605,1.078257,1.077909,3,0,0,0,-0.000039,down
1.078585,1.07824,1.077895,2,0,-1,0,-0.00004,down
1.078576,1.078215,1.077854,2,0,-2,0,-0.000043,up
1.078543,1.078199,1.077854,3,0,-1,0,-0.000045,down
1.0785,1.078184,1.077868,3,0,0,0,-0.000046,down
1.078449,1.078167,1.077885,3,0,-1,0,-0.000047,down
1.078413,1.07815,1.077886,3,0,-1,0,-0.000048,down
1.078412,1.078148,1.077884,3,0,-1,0,-0.000048,down
1.078401,1.078134,1.077868,3,0,-1,0,-0.000049,up
1.078382,1.078121,1.07786,3,0,-2,0,-0.00005,up
1.078382,1.078111,1.077841,3,0,-1,0,-0.000051,up
1.078355,1.078096,1.077837,3,0,-1,0,-0.000052,up
1.078318,1.078083,1.077848,3,0,-1,0,-0.000053,up
1.078296,1.078079,1.077862,3,0,0,0,-0.000051,down
1.078294,1.078078,1.077863,3,0,1,0,-0.000049,up
1.078297,1.07808,1.077863,3,0,1,0,-0.000047,up
1.078318,1.078089,1.077861,3,0,2,0,-0.000043,up
1.07833,1.0781,1.077871,3,0,2,0,-0.000039,up
1.078331,1.078101,1.077871,3,0,1,0,-0.000036,up
1.078371,1.07811,1.077849,4,0,2,0,-0.000031,down
1.078354,1.078107,1.077859,3,0,2,0,-0.000026,no
1.078389,1.078118,1.077846,3,0,3,0,-0.000021,down
1.078414,1.078137,1.077861,4,0,3,1,-0.000016,down
1.078426,1.078145,1.077863,3,0,1,0,-0.000011,down
1.078437,1.07815,1.077862,4,0,1,0,-0.000006,down
1.078444,1.078156,1.077867,3,0,0,0,-0.000003,down
1.07844,1.078159,1.077878,3,0,0,0,-0.000001,down
1.078445,1.078164,1.077883,3,0,0,0,0.000001,down
1.078453,1.078161,1.07787,3,0,-1,0,-0,up
1.078468,1.078156,1.077845,2,0,-3,-1,-0.000003,up
1.078479,1.078153,1.077827,3,0,-3,0,-0.000007,up
1.078474,1.078156,1.077838,3,0,-2,0,-0.00001,down
1.078473,1.078156,1.07784,3,0,-1,0,-0.000013,down
1.078468,1.078149,1.07783,3,0,-1,0,-0.000016,down
1.078466,1.078146,1.077826,3,0,0,0,-0.000018,down
1.078467,1.07814,1.077813,2,0,-1,0,-0.000019,down
1.078465,1.078127,1.077789,2,0,-1,0,-0.000021,down
1.078457,1.078116,1.077776,2,0,-1,0,-0.000023,down
1.078467,1.078106,1.077745,2,0,-1,0,-0.000026,up
1.078432,1.078088,1.077744,2,0,-1,0,-0.000028,down
1.078415,1.078078,1.07774,2,0,0,0,-0.00003,down
1.078382,1.078056,1.07773,2,0,-1,0,-0.000032,up
1.078323,1.078037,1.07775,3,0,-1,0,-0.000034,up
1.078288,1.078021,1.077755,2,0,-1,0,-0.000035,up
1.078244,1.078003,1.077763,3,0,-2,0,-0.000037,up
1.078198,1.077989,1.07778,3,0,0,0,-0.000038,up
1.078181,1.077981,1.077782,3,0,-1,0,-0.000039,up
1.078124,1.077972,1.077819,3,0,0,0,-0.000039,down
1.078126,1.077973,1.077821,3,0,0,0,-0.000038,down
1.078134,1.077981,1.077827,3,0,1,0,-0.000037,down
1.078146,1.077989,1.077832,3,0,2,0,-0.000035,down
1.078143,1.077988,1.077833,3,0,0,0,-0.000032,down
1.078138,1.077986,1.077834,3,0,0,0,-0.00003,down
1.07813,1.077978,1.077827,3,0,-1,0,-0.000029,up
1.078103,1.077969,1.077835,3,0,-1,0,-0.000028,down
1.078097,1.077964,1.077832,3,0,-1,0,-0.000028,down
